Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
222376824,"Somewhere Beyond the Sea (Cerulean Chronicles, #2)",T.J. Klune,"Klune, T.J.",,"=""1250881226""","=""9781250881229""",0,4.14,Tor Books,Paperback,416,2025,2024,,2025/09/02,to-read,to-read (#482),to-read,,,,0,0
233895139,Better in Black,Cassandra Clare,"Clare, Cassandra",,"=""""","=""9798217225705""",0,4.12,Knopf Books for Young Readers,Hardcover,464,2025,2025,,2025/09/02,to-read,to-read (#481),to-read,,,,0,0
231936454,The Thursday Murder Club (Thursday Murder Club #1),Richard Osman,"Osman, Richard",,"=""0593513037""","=""9780593513033""",0,3.87,Penguin Books,Paperback,384,2025,2020,,2025/08/31,to-read,to-read (#480),to-read,,,,0,0
201845532,"Empire of Shadows (Raiders of the Arcana, #1)",Jacquelyn Benson,"Benson, Jacquelyn",,"=""1959050125""","=""9781959050124""",0,4.18,Vaughan Woods Publishing,Kindle Edition,478,2024,2024,,2025/08/29,to-read,to-read (#479),to-read,,,,0,0
21414439,"Truthwitch (The Witchlands, #1)",Susan Dennard,"Dennard, Susan",,"=""""","=""""",0,3.85,Tor Teen,ebook,416,2016,2016,,2025/08/27,to-read,to-read (#478),to-read,,,,0,0
123000767,Check & Mate,Ali Hazelwood,"Hazelwood, Ali",,"=""""","=""""",5,3.94,G.P. Putnam's Sons Books for Young Readers,Kindle Edition,362,2023,2023,2025/08/26,2023/12/08,2025-tbr,2025-tbr (#6),read,I hate that I loved this so much.,,,1,0
232301811,Blood Over Bright Haven,M.L. Wang,"Wang, M.L.",,"=""0593873378""","=""9780593873373""",0,4.37,Del Rey,Paperback,448,2025,2023,,2025/08/20,to-read,to-read (#477),to-read,,,,0,0
63024319,Give Me a Sign,Anna Sortino,"Sortino, Anna",,"=""0593533798""","=""9780593533796""",0,4.07,G.P. Putnam's Sons Books for Young Readers,Hardcover,303,2023,2023,,2025/08/19,to-read,to-read (#476),to-read,,,,0,0
56791389,"Dungeon Crawler Carl (Dungeon Crawler Carl, #1)",Matt Dinniman,"Dinniman, Matt",,"=""""","=""""",0,4.50,Dandy House,Kindle Edition,446,2020,2020,,2025/08/18,to-read,to-read (#475),to-read,,,,0,0
221871286,"Shield of Sparrows (Shield of Sparrows, #1)",Devney Perry,"Perry, Devney",,"=""1649378084""","=""9781649378088""",5,4.43,Entangled: Red Tower Books,Kindle Edition,658,2025,2025,2025/08/17,2025/05/22,"fantasy, book-recs","fantasy (#178), book-recs (#38)",read,"Nothing new and totally cliche, but I ate it up because I am a raccoon and I love trash.",,,1,0
10975,The Sound and the Fury,William Faulkner,"Faulkner, William",,"=""""","=""""",1,3.86,Vintage International,Paperback,366,1990,1929,2025/08/16,2025/06/16,book-club-reads,book-club-reads (#71),read,"DNF @ 20%<br/><br/>Not in the right headspace to read this, probably never will be.",,,1,0
231127059,"Finlay Donovan Crosses the Line (Finlay Donovan, #6)",Elle Cosimano,"Cosimano, Elle",,"=""1250337593""","=""9781250337597""",0,3.83,Minotaur Books,Hardcover,368,2026,2026,,2025/08/11,to-read,to-read (#474),to-read,,,,0,0
52867387,Beach Read,Emily Henry,"Henry, Emily",,"=""1984806734""","=""9781984806734""",5,3.98,Berkley,Paperback,358,2020,2020,2025/08/06,2024/01/08,"2025-tbr, book-club-reads","2025-tbr (#1), book-club-reads (#70)",read,"Despite having to suspend my disbelief a few times and not liking some outcomes, I could not put this book down. ",,,1,0
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""0345539788""","=""9780345539786""",0,4.27,Del Rey,Hardcover,382,2014,2014,,2025/08/05,to-read,to-read (#473),to-read,,,,0,0
234532328,Counting Miracles,Nicholas Sparks,"Sparks, Nicholas",,"=""0593449614""","=""9780593449615""",0,4.16,Dell,Paperback,384,2025,2024,,2025/08/03,to-read,to-read (#472),to-read,,,,0,0
54998275,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593395565""","=""9780593395561""",0,4.50,Random House Large Print,Paperback,677,2021,2021,,2025/08/01,to-read,to-read (#471),to-read,,,,0,0
228644474,The Mating Game,Lana Ferguson,"Ferguson, Lana",,"=""059395369X""","=""9780593953693""",0,4.01,Berkley,Paperback,400,2025,2025,,2025/08/01,to-read,to-read (#470),to-read,,,,0,0
214907249,"Fearless (The Powerless Trilogy, #3)",Lauren  Roberts,"Roberts, Lauren",,"=""""","=""""",3,4.11,Simon & Schuster Children's UK,Kindle Edition,608,2025,2025,2025/07/30,2024/11/27,"2025-tbr, fantasy","2025-tbr (#34), fantasy (#177)",read,"Another series finale that I did not enjoy. I did, however, enjoy the last 30% of the book. The first 70% was filled with the same conversation over and over again. If this were not the last book of the series, I would have DNFed it. <br/><br/>Side note: this book made me realize I'm over the trials.",,,1,0
17020,"13 Little Blue Envelopes (Little Blue Envelope, #1)",Maureen Johnson,"Johnson, Maureen",,"=""0060541431""","=""9780060541439""",0,3.63,Harperteen,Paperback,322,2006,2005,,2025/07/28,,,read,,,,1,0
229029427,"The Ever King (The Ever Seas, #1)",L.J. Andrews,"Andrews, L.J.",,"=""0593955048""","=""9780593955048""",0,4.12,Ace,Kindle Edition,464,2023,2023,,2025/07/28,to-read,to-read (#469),to-read,,,,0,0
59366244,I’m Glad My Mom Died,Jennette McCurdy,"McCurdy, Jennette",,"=""1982185821""","=""9781982185824""",0,4.44,Simon & Schuster,Hardcover,304,2022,2022,,2025/07/10,to-read,to-read (#468),to-read,,,,0,0
235825214,"Sun, Moon & Shadow",Lorin Coffler,"Coffler, Lorin",,"=""""","=""9798998835704""",0,4.32,Silvergard Press LLC,Kindle Edition,403,2025,,,2025/07/07,to-read,to-read (#467),to-read,,,,0,0
230288599,"Call the Shots (For the Arena, #1)",Bree Hayden,"Hayden, Bree",,"=""""","=""""",0,4.24,,ebook,,2025,,,2025/07/07,to-read,to-read (#466),to-read,,,,0,0
235762003,One for the Money,Janet Evanovich,"Evanovich, Janet",Lorelei King,"=""1668123290""","=""9781668123294""",0,3.96,Simon & Schuster Audio,Audiobook,,2024,,,2025/07/07,to-read,to-read (#465),to-read,,,,0,0
1750819,"Déjà Dead (Temperance Brennan, #1)",Kathy Reichs,"Reichs, Kathy",,"=""1416570985""","=""9781416570981""",0,3.88,Pocket Books,Paperback,532,2007,1997,,2025/07/07,to-read,to-read (#464),to-read,,,,0,0
215020997,Bury Our Bones in the Midnight Soil,V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""1035064642""","=""9781035064649""",0,4.05,Tor,Hardcover,535,2025,2025,,2025/07/04,to-read,to-read (#463),to-read,,,,0,0
209977707,Tale of the Heart Queen (Artefacts of Ouranos #4),Nisha J. Tuli,"Tuli, Nisha J.",,"=""1538767708""","=""9781538767702""",3,3.88,Forever,Kindle Edition,664,2024,2024,2025/07/03,2024/06/05,"2025-tbr, fantasy","2025-tbr (#40), fantasy (#176)",read,"The pacing was a little slow at first, but the last 25% really picked up. Like most books I've read recently, this could have been shorter, but overall, I'm glad I stuck with this series.",,,1,0
222697645,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135210""","=""9780593135211""",0,4.50,Ballantine Books,Kindle Edition,482,2021,2021,,2025/07/02,to-read,to-read (#462),to-read,,,,0,0
219848320,Overruled,Lana Ferguson,"Ferguson, Lana",,"=""0593549392""","=""9780593549391""",0,3.81,Berkley,Paperback,432,2025,2025,,2025/07/01,to-read,to-read (#461),to-read,,,,0,0
196787830,"Born of Blood and Ash (Flesh and Fire, #4)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1957568763""","=""9781957568768""",3,4.08,Blue Box Press,Kindle Edition,770,2024,2024,2025/06/29,2024/08/01,"2025-tbr, fantasy","2025-tbr (#39), fantasy (#175)",read,"3.5 stars<br/><br/>The last third is what brought the rating up a bit, as I felt the first two-thirds just dragged on. Overall, I still recommend this series to anyone who is a FBaA fan.",,,1,0
59801786,"The Undertaking of Hart and Mercy (Hart and Mercy, #1)",Megan Bannen,"Bannen, Megan",,"=""0316394211""","=""9780316394215""",0,4.06,Orbit,Paperback,416,2022,2022,,2025/06/16,to-read,to-read (#460),to-read,,,,0,0
222425421,"Ordinary Secrets (Secrets Trilogy, #1)",Melissa   Lam,"Lam, Melissa",,"=""1964502004""","=""9781964502007""",0,4.38,12 Bunnies Publishing LLC,Kindle Edition,390,2025,,,2025/06/11,to-read,to-read (#459),to-read,,,,0,0
17934530,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104093""","=""9780374104092""",2,3.79,"Farrar, Straus and Giroux",Paperback,195,2014,2014,2025/06/10,2025/04/18,,,read,I still have no idea what is happening.,,,1,0
35099718,So You Want to Talk About Race,Ijeoma Oluo,"Oluo, Ijeoma",,"=""1580056776""","=""9781580056779""",5,4.49,Seal Press,Hardcover,248,2018,2018,2025/05/14,2020/06/01,"2025-tbr, book-recs","2025-tbr (#38), book-recs (#37)",read,Every white person needs to read this.,,,1,0
179550498,James,Percival Everett,"Everett, Percival",,"=""0385550375""","=""9780385550376""",4,4.46,Doubleday,Error,304,2024,2024,2025/06/03,2025/05/15,"book-club-reads, book-recs","book-club-reads (#69), book-recs (#36)",read,"I think I would have gotten more out of this story if I had read Huckleberry Finn prior to reading this. I don't think it's necessary to read Huckleberry Finn first, but I do recommend it. Nonetheless, this was still an incredibly powerful story and extremely well written.",,,1,0
51213487,If I Never Met You,Mhairi McFarlane,"McFarlane, Mhairi",,"=""006295850X""","=""9780062958501""",0,3.80,William Morrow Paperbacks,Paperback,409,2020,2020,,2025/06/03,to-read,to-read (#458),to-read,,,,0,0
220161121,"Now or Never (Stephanie Plum, #31)",Janet Evanovich,"Evanovich, Janet",,"=""1668003155""","=""9781668003152""",0,4.26,Atria Books,Paperback,336,2025,2024,,2025/06/02,to-read,to-read (#457),to-read,,,,0,0
234292648,"Dire Bound (The Wolves of Ruin, #1)",Sable Sorensen,"Sorensen, Sable",,"=""0316601403""","=""9780316601405""",0,4.36,Requited,Kindle Edition,605,2025,2025,,2025/05/30,to-read,to-read (#456),to-read,,,,0,0
228691222,Remain,Nicholas Sparks,"Sparks, Nicholas",M. Night Shyamalan,"=""""","=""9798217154043""",0,3.82,Random House,Hardcover,352,2025,2025,,2025/05/25,to-read,to-read (#455),to-read,,,,0,0
222631681,"Thief of Night (The Charlatan Duology, #2)",Holly Black,"Black, Holly",,"=""1250812224""","=""9781250812223""",0,4.33,Tor Books,Hardcover,288,2025,2025,,2025/05/19,to-read,to-read (#454),to-read,,,,0,0
40941601,"Fallen Academy: Year One (Fallen Academy, #1)",Leia Stone,"Stone, Leia",,"=""""","=""""",0,4.02,,ebook,350,2018,2018,,2025/05/14,to-read,to-read (#453),to-read,,,,0,0
203325526,"Wings So Wicked (Golden City, #1)",Emily Blackwood,"Blackwood, Emily",,"=""""","=""""",0,3.72,,Kindle Edition,436,2024,2024,,2025/05/14,to-read,to-read (#452),to-read,,,,0,0
48845994,The End of Everything (Astrophysically Speaking),Katie  Mack,"Mack, Katie",,"=""1982103566""","=""9781982103569""",3,4.26,Scribner,Kindle Edition,237,2020,2020,2025/05/13,2020/11/11,book-club-reads,book-club-reads (#68),read,My head hurts.,,,1,0
210815391,"Tales of Salt and Blood (The Tales Duology, #1)",Inken Bermann,"Bermann, Inken",,"=""3911357001""","=""9783911357005""",0,3.97,,Kindle Edition,560,2024,,,2025/05/12,to-read,to-read (#451),to-read,,,,0,0
221111902,"Fate of the Five: Veil of Vasara (Fate of the Five, #1)",Niamh  Rose,"Rose, Niamh",,"=""""","=""""",0,4.60,,Kindle Edition,690,2025,2025,,2025/05/12,to-read,to-read (#450),to-read,,,,0,0
207644629,"King of the Cage (Devil's Own, #1)",Mila Kane,"Kane, Mila",,"=""""","=""""",0,4.16,White Nights Publishing Ltd,Kindle Edition,466,2024,2024,,2025/05/12,to-read,to-read (#449),to-read,,,,0,0
208430658,Blood Over Bright Haven,M.L. Wang,"Wang, M.L.",,"=""0593873351""","=""9780593873359""",0,4.37,Del Rey,Hardcover,430,2024,2023,,2025/05/09,to-read,to-read (#448),to-read,,,,0,0
195790597,"When Among Crows (Curse Bearer, #1)",Veronica Roth,"Roth, Veronica",,"=""1250855489""","=""9781250855480""",0,3.72,Tor Books,Hardcover,166,2024,2024,,2025/05/09,to-read,to-read (#447),to-read,,,,0,0
58416952,"The Will of the Many (Hierarchy, #1)",James  Islington,"Islington, James",,"=""1982141190""","=""9781982141196""",0,4.60,Gallery / Saga Press,Kindle Edition,639,2023,2023,,2025/05/09,to-read,to-read (#446),to-read,,,,0,0
212681999,"The Legend of Meneka (The Divine Dancers, #1)",Kritika H. Rao,"Rao, Kritika H.",,"=""0063349183""","=""9780063349186""",0,3.63,Harper Voyager,Hardcover,368,2025,2025,,2025/05/06,to-read,to-read (#445),to-read,,,,0,0
21853666,Happiness for Beginners,Katherine Center,"Center, Katherine",,"=""1250047307""","=""9781250047304""",0,4.04,St. Martin's Griffin,Paperback,320,2015,2015,,2025/05/03,to-read,to-read (#444),to-read,,,,0,0
217245572,"Silver Elite (Silver Elite, #1)",Dani Francis,"Francis, Dani",,"=""059387546X""","=""9780593875469""",0,4.09,Del Rey,Hardcover,516,2025,2025,,2025/05/03,to-read,to-read (#443),to-read,,,,0,0
204802999,"Untitled (The Empyrean, #4)",Rebecca Yarros,"Yarros, Rebecca",,"=""""","=""""",0,4.50,,Hardcover,,,,,2025/05/02,to-read,to-read (#442),to-read,,,,0,0
221405022,"Three Shattered Souls (The Broken Blades, #3)",Mai Corland,"Corland, Mai",,"=""1649379153""","=""9781649379153""",0,4.16,Entangled: Red Tower Books,Hardcover,512,2025,2025,,2025/05/02,"to-read, 2025-tbr","to-read (#441), 2025-tbr (#36)",to-read,,,,0,0
228691356,"Problematic Summer Romance (Not in Love, #2)",Ali Hazelwood,"Hazelwood, Ali",,"=""""","=""9798217188123""",0,3.90,Berkley,Hardcover,416,2025,2025,,2025/05/02,to-read,to-read (#440),to-read,,,,0,0
221228047,"The Blonde Who Came in From the Cold (Blonde Identity, #2)",Ally Carter,"Carter, Ally",,"=""0063386976""","=""9780063386976""",0,4.08,Avon,Hardcover,336,2025,2025,,2025/05/02,to-read,to-read (#439),to-read,,,,0,0
44453040,"The Priory of the Orange Tree (The Roots of Chaos, #1)",Samantha Shannon,"Shannon, Samantha",,"=""1635570301""","=""9781635570304""",0,4.17,Bloomsbury Publishing,Paperback,831,2020,2019,,2025/05/02,to-read,to-read (#438),to-read,,,,0,0
204593914,"Phantasma (Wicked Games, #1)",Kaylie Smith,"Smith, Kaylie",,"=""1538769255""","=""9781538769256""",0,4.07,Forever,Paperback,497,2024,2024,,2025/04/30,to-read,to-read (#437),to-read,,,,0,0
60755618,"Flawless (Chestnut Springs, #1)",Elsie Silver,"Silver, Elsie",,"=""""","=""""",0,4.03,Elsie Silver via Amazon Digital Services,Kindle Edition,424,2022,2022,,2025/04/28,to-read,to-read (#436),to-read,,,,0,0
212808709,Deep End,Ali Hazelwood,"Hazelwood, Ali",,"=""""","=""""",3,3.89,Berkley,Kindle Edition,464,2025,2025,2025/04/27,2024/11/11,2025-tbr,2025-tbr (#10),read,"This book just didn't do it for me. I wasn't vibing with the characters and completely skipped over the smut. If you're into reading BDSM you may enjoy this book.<br/><br/>Side note: As a former swimmer, I really appreciated all of the swimming/diving terminology! And that they were actually used correctly!",,,1,0
51786773,"Behind the Veil (Codex, #1)",Kathryn  Nolan,"Nolan, Kathryn",,"=""1945631457""","=""9781945631450""",0,4.13,"That's What She Said Publishing, Inc.",Kindle Edition,398,2019,2019,,2025/04/18,to-read,to-read (#435),to-read,,,,0,0
27246123,The Thing About Love,Julie James,"James, Julie",,"=""0425273776""","=""9780425273777""",0,3.92,Berkley,Paperback,373,2017,2017,,2025/04/18,to-read,to-read (#434),to-read,,,,0,0
59063718,"Darkest Night (Mercenaries and Magic, #1)",Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",0,3.95,Thornstar Publishing Pty Ltd,ebook,230,2021,2021,,2025/04/18,to-read,to-read (#433),to-read,,,,0,0
198289572,"Spies Don't Fall for Their Asset (Romancing the Spy, #1)",Meg Easton,"Easton, Meg",,"=""""","=""""",0,4.04,Mountain Heights Publishing,Kindle Edition,460,2023,,,2025/04/18,to-read,to-read (#432),to-read,,,,0,0
123207426,"Malevolent King (Made of Mayhem Duet, #1)",Mila Kane,"Kane, Mila",,"=""""","=""""",0,4.09,,Kindle Edition,330,2023,2023,,2025/04/18,to-read,to-read (#431),to-read,,,,0,0
211004924,"Firebird (The Fire That Binds, #1)",Juliette Cross,"Cross, Juliette",,"=""1250339944""","=""9781250339942""",0,3.68,Bramble,Hardcover,400,2025,2025,,2025/04/16,to-read,to-read (#430),to-read,,,,0,0
211003787,"Finlay Donovan Digs Her Own Grave (Finlay Donovan, #5)",Elle Cosimano,"Cosimano, Elle",,"=""1250337348""","=""9781250337344""",4,4.08,Minotaur Books,Hardcover,309,2025,2025,2025/04/13,2024/11/04,2025-tbr,2025-tbr (#23),read,"Such a fun, silly read. Really enjoying this series.",,,1,0
223640997,"The Ever King (The Ever Seas, #1)",L.J. Andrews,"Andrews, L.J.",,"=""0593955021""","=""9780593955024""",0,4.12,Ace,Hardcover,480,2025,2023,,2025/04/10,to-read,to-read (#429),to-read,,,,0,0
201596021,"Five Broken Blades (The Broken Blades, #1)",Mai Corland,"Corland, Mai",,"=""164937674X""","=""9781649376749""",5,3.82,Entangled: Red Tower Books,Kindle Edition,443,2024,2024,2025/03/31,2025/02/27,"book-recs, fantasy","book-recs (#35), fantasy (#174)",read,"Nothing spectacular about this book, but I thoroughly enjoyed it. I was, however, incredibly confused in the beginning because we met all of the characters seemingly at once, and switching POVs got a little overwhelming. But around 20% in, I was able to distinguish all of the characters and got in the groove of the book.",,,1,0
213664803,"Four Ruined Realms (The Broken Blades, #2)",Mai Corland,"Corland, Mai",,"=""1649377509""","=""9781649377500""",0,4.06,Entangled: Red Tower Books,Hardcover,432,2025,2025,,2025/04/01,"to-read, 2025-tbr","to-read (#428), 2025-tbr (#37)",to-read,,,,0,0
59739150,"A Broken Blade (The Halfling Saga, #1)",Melissa Blair,"Blair, Melissa",,"=""1777927811""","=""9781777927813""",0,3.90,Nibi Books,Kindle Edition,427,2021,2021,,2025/03/22,to-read,to-read (#427),to-read,,,,0,0
198110745,Bound to the Shadow Prince,Ruby Dixon,"Dixon, Ruby",,"=""1998854752""","=""9781998854752""",0,3.81,W by Wattpad Books,Paperback,536,2024,2024,,2025/03/22,to-read,to-read (#426),to-read,,,,0,0
218515947,"Blood of Hercules (Villains of Lore, #1)",Jasmine Mas,"Mas, Jasmine",,"=""1335474730""","=""9781335474735""",0,3.95,Canary Street Press,Hardcover,512,2025,2024,,2025/03/21,to-read,to-read (#425),to-read,,,,0,0
63905241,"Blood & Steel (The Legends of Thezmarr, #1)",Helen Scheuerer,"Scheuerer, Helen",,"=""1922903027""","=""9781922903020""",0,4.20,Alchemy,Kindle Edition,550,2023,2023,,2025/03/09,to-read,to-read (#424),to-read,,,,0,0
127305853,The Women,Kristin Hannah,"Hannah, Kristin",,"=""1250178630""","=""9781250178633""",0,4.60,St. Martin's Press,Hardcover,471,2024,2024,,2025/03/09,to-read,to-read (#423),to-read,,,,0,0
211004882,"Rebel Witch (The Crimson Moth, #2)",Kristen Ciccarelli,"Ciccarelli, Kristen",,"=""1250866928""","=""9781250866929""",5,4.20,Wednesday Books,Hardcover,464,2025,2025,2025/03/04,2024/09/12,"2025-tbr, fantasy","2025-tbr (#21), fantasy (#173)",read,"Ugh the YEARNING!!! This is how you do an enemies-to-lovers/cat-and-mouse story. Did I predict every single ""plot twist""? Yes. Do I care? No. Simply perfection.<br/><br/>Also, side note: I so appreciate that this was a duology. I feel like more and more authors are stretching out a 2-3 book story into 4 or 5 books for no reason. This series was the perfect length, which makes me like it even more.",,,1,0
36223860,"Artificial Condition (The Murderbot Diaries, #2)",Martha Wells,"Wells, Martha",,"=""""","=""""",0,4.25,Tor.com,Hardcover,158,2018,2018,,2025/03/04,to-read,to-read (#422),to-read,,,,0,0
213243908,"First-Time Caller (Heartstrings, #1)",B.K. Borison,"Borison, B.K.",,"=""0593641191""","=""9780593641194""",0,3.99,Berkley,Paperback,420,2025,2025,,2025/03/04,to-read,to-read (#421),to-read,,,,0,0
58912891,The Very Secret Society of Irregular Witches,Sangu Mandanna,"Mandanna, Sangu",,"=""""","=""""",2,4.05,Berkley ,Kindle Edition,334,2022,2022,2025/02/26,2022/11/16,"book-club-reads, fantasy","book-club-reads (#67), fantasy (#172)",read,"2.5 stars<br/><br/>My first and (probably) last cozy read. I'm bummed I didn't enjoy this more, especially because I love cozy movies. The only reason I finished this book was because it was a book club read, otherwise, I would have DNFed. The characters all had the same personality, there was absolutely no chemistry between the love interests, and overall, it was just boring. I did enjoy the plot, but I think it just fell flat.",,,1,0
228256271,"Mate (Bride, #2)",Ali Hazelwood,"Hazelwood, Ali",,"=""0593955013""","=""9780593955017""",0,4.29,Berkley,Hardcover,464,2025,2025,,2025/02/26,to-read,to-read (#420),to-read,,,,0,0
220341389,Everything Is Tuberculosis: The History and Persistence of Our Deadliest Infection,John Green,"Green, John",,"=""0525556575""","=""9780525556572""",0,4.41,Crash Course Books,Hardcover,198,2025,2025,,2025/02/15,to-read,to-read (#419),to-read,,,,0,0
63214317,"Flame and Sparrow (Flame and Sparrow Duology, #1)",S.M. Gaither,"Gaither, S.M.",,"=""""","=""""",0,3.95,,Kindle Edition,662,2023,2023,,2025/02/12,to-read,to-read (#418),to-read,,,,0,0
58650445,"Heavenly Bodies (Heavenly Bodies, #1)",Imani Erriu,"Erriu, Imani",,"=""""","=""""",0,4.00,,Paperback,619,2022,2022,,2025/02/12,to-read,to-read (#417),to-read,,,,0,0
62987104,"Lady of Darkness (Lady of Darkness, #1)",Melissa K. Roehrich,"Roehrich, Melissa K.",,"=""""","=""9798549989214""",0,4.14,,Paperback,525,2022,2020,,2025/02/12,to-read,to-read (#416),to-read,,,,0,0
217477109,"Empire of Flame and Thorns (Flame and Thorns, #1)",Marion Blackwood,"Blackwood, Marion",,"=""9198904264""","=""9789198904260""",0,4.01,Black Dagger Publishing,Kindle Edition,366,2024,2024,,2025/02/12,to-read,to-read (#415),to-read,,,,0,0
199178670,"A Touch of Gold and Madness (Celestials of Arcadia, #1)",K.L. DeVore,"DeVore, K.L.",,"=""""","=""9798223058991""",0,3.72,,ebook,624,2023,2023,,2025/02/12,to-read,to-read (#414),to-read,,,,0,0
58189174,"Speak of the Demon (Deals with Demons, #1)",Stacia Stark,"Stark, Stacia",,"=""""","=""""",0,4.21,Stacia Stark,Kindle Edition,352,2021,2021,,2025/02/05,to-read,to-read (#413),to-read,,,,0,0
63119009,The Crown of Oaths and Curses (The Mortal Fates #1),J. Bree,"Bree, J.",,"=""""","=""""",0,4.23,,Kindle Edition,663,2023,2023,,2025/02/04,to-read,to-read (#412),to-read,,,,0,0
195530544,"Done and Dusted (Rebel Blue Ranch, #1)",Lyla Sage,"Sage, Lyla",,"=""0593732421""","=""9780593732427""",0,3.81,Dial Press Trade Paperback,Paperback,346,2023,2023,,2025/02/03,to-read,to-read (#411),to-read,,,,0,0
213034913,Source Code: My Beginnings,Bill  Gates,"Gates, Bill",,"=""059380158X""","=""9780593801581""",0,4.16,Knopf,Hardcover,336,2025,2025,,2025/02/03,to-read,to-read (#410),to-read,,,,0,0
216374078,Unlikely Story,Ali  Rosen,"Rosen, Ali",,"=""1662527926""","=""9781662527920""",0,3.82,Montlake,Paperback,318,2025,2025,,2025/02/03,to-read,to-read (#409),to-read,,,,0,0
214511213,Something Like Fate,Amy  Lea,"Lea, Amy",,"=""1662517602""","=""9781662517600""",0,3.76,Skyscape,Paperback,352,2025,2025,,2025/02/03,to-read,to-read (#408),to-read,,,,0,0
2052,"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,"Chandler, Raymond",,"=""0394758285""","=""9780394758282""",1,3.94,Vintage Crime,Paperback,231,1988,1939,2025/01/29,2024/12/29,book-club-reads,book-club-reads (#66),read,DNF @ 23%<br/><br/>I only picked this book up because of book club. It just wasn't for me.,,,1,0
209439446,"Onyx Storm (The Empyrean, #3)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374186""","=""9781649374189""",4,4.21,Red Tower Books,Hardcover,544,2025,2025,2025/01/27,2024/11/04,"2025-tbr, fantasy","2025-tbr (#22), fantasy (#171)",read,"Low 4-stars<br/><br/>Violet/Xaden are really starting to annoy me. They annoyed me in Iron Flame with ""just ask the right questions"" and it's the same in this book with ""Xaden is so hot / I trust him / he won't hurt me"". If you removed all of these two's repetitive thoughts/conversations, you could probably cut out around 100 pages from this already too-long book. Other than that, my only other complaint is not giving the reader a summary of the previous books and not reminding us who some of the characters were. I was completely lost in the first 3rd of this book because I couldn't remember who anybody was.",,,1,0
222139748,"Brimstone (Fae & Alchemy, #2)",Callie Hart,"Hart, Callie",,"=""1538774224""","=""9781538774229""",0,4.35,Forever,Hardcover,672,2025,2025,,2025/01/11,"to-read, 2025-tbr","to-read (#407), 2025-tbr (#35)",to-read,,,,0,0
217536270,"Quicksilver (Fae & Alchemy, #1)",Callie Hart,"Hart, Callie",,"=""1538774194""","=""9781538774199""",5,4.34,Forever,Paperback,624,2024,2024,2025/01/11,2024/12/03,"fantasy, book-recs","fantasy (#170), book-recs (#34)",read,"4.5 stars<br/><br/>There was absolutely nothing original about this book, but my raccoon heart ate this trash up. I highly recommend the audiobook.",,,1,0
209311311,Northanger Abbey,Jane Austen,"Austen, Jane",Thomas Keymer,"=""019884106X""","=""9780198841067""",0,3.85,Oxford University Press,Paperback,272,2024,1817,,2025/01/10,to-read,to-read (#406),to-read,,,,0,0
195138739,"House of Bane and Blood (Order and Chaos, #1)",Alexis L. Menard,"Menard, Alexis L.",,"=""""","=""""",0,3.96,,Kindle Edition,432,2023,2023,,2025/01/04,to-read,to-read (#405),to-read,,,,0,0
190165394,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",4,4.12,Tordotcom,Kindle Edition,156,2017,2017,2024/12/26,2024/12/09,book-club-reads,book-club-reads (#65),read,"First sci-fi book I've read in a while and I enjoyed it! I think I'll continue on with the series, especially since they're so short. I think the worldbuilding could have been fleshed out a little more but I still got what I needed from it.<br/><br/>ETA: during book club, my mother said Murderbot reminded her of me. Not sure if that's a compliment or not. I'm going to take it as a compliment.",,,1,0
55145261,The Anthropocene Reviewed: Essays on a Human-Centered Planet,John Green,"Green, John",,"=""0525555218""","=""9780525555216""",0,4.36,Dutton,Hardcover,304,2021,2021,,2021/12/10,to-read,to-read (#251),to-read,,,,0,0
54621094,The Last House on Needless Street,Catriona Ward,"Ward, Catriona",,"=""1788166167""","=""9781788166164""",1,3.82,Viper,Hardcover,337,2021,2021,2024/12/04,2024/10/07,"book-club-reads, shelving-for-now","book-club-reads (#63), shelving-for-now (#17)",shelving-for-now,"DNF @ 6%<br/><br/>I don't read many thriller/horror books, and I wish I had given this one more chance, especially since my book club enjoyed it. I may pick it up next fall and try again, but I couldn't get past being in Ted's head. I'm sure I would get used to it the more I read it, but it wasn't the time.",,,1,0
61242426,"Legends & Lattes (Legends & Lattes, #1)",Travis Baldree,"Baldree, Travis",,"=""""","=""""",0,4.06,Tor,Kindle Edition,296,2022,2022,,2024/12/21,to-read,to-read (#404),to-read,,,,0,0
