Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
60714999,"The Serpent and the Wings of Night (Crowns of Nyaxia, #1)",Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",5,4.28,Independently Published,Kindle Edition,504,2022,2022,2023/05/22,2023/05/10,"fantasy, book-recs","fantasy (#138), book-recs (#13)",read,,,,1,0
52831200,"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1952457017""","=""9781952457012""",5,4.22,Blue Box Press,ebook,622,2020,2020,2021/07/02,2020/07/29,"fantasy, re-read, book-recs","fantasy (#78), re-read (#27), book-recs (#12)",read,4.5 stars<br/><br/>I really enjoyed it up until some questionable/problematic relationship events near the end.,true,,2,0
63219094,"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,"Yarros, Rebecca",,"=""""","=""""",5,4.58,Entangled: Red Tower Books,Kindle Edition,665,2023,2023,2023/07/19,2023/05/08,"fantasy, book-recs","fantasy (#142), book-recs (#11)",read,,,,1,0
58708383,Book Lovers,Emily Henry,"Henry, Emily",,"=""""","=""""",4,4.10,Berkley,Kindle Edition,398,2022,2022,2023/08/24,2022/01/14,book-recs,book-recs (#10),read,,,,1,0
64646644,"Fall of Ruin and Wrath (Awakening, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1250750180""","=""9781250750181""",4,3.98,Tor Books,Kindle Edition,432,2023,2023,2023/12/21,2023/04/20,"fantasy, book-recs","fantasy (#153), book-recs (#9)",read,"Even though it seemed most of the plot was driven by sex, I'm interested to see what happens in the next book. The first half of the book I was thinking I wouldn't read the second one, but now that I finished it I want to.",,,1,0
52501482,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""1368053246""","=""9781368053242""",5,4.13,"Little, Brown and Company",Kindle Edition,384,2020,2020,2024/02/26,2022/12/04,"2024-tbr, book-recs","2024-tbr (#39), book-recs (#8)",read,two words: HOLY. CRAP.,,,1,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""1441341706""","=""9781441341709""",5,4.29,Modern Library,Paperback,279,2023,1813,,2020/05/06,"movies-tv-shows, pride-and-prejudice-inspired, re-read, book-recs","movies-tv-shows (#48), pride-and-prejudice-inspired (#8), re-read (#26), book-recs (#6)",read,,,,3,0
63106710,"Love, Theoretically",Ali Hazelwood,"Hazelwood, Ali",,"=""""","=""""",4,4.08,Berkley ,Kindle Edition,400,2023,2023,2024/04/18,2023/08/09,book-recs,book-recs (#5),read,"I enjoyed this book and would like to see the movie (if there is one). I thought her people-pleaser attitude was a little extreme, but I don't read these books for realistic plots so I was somewhat able to move past it.",,,1,0
125089940,The Fake Mate,Lana Ferguson,"Ferguson, Lana",,"=""0593549384""","=""9780593549384""",4,3.64,Berkley,Kindle Edition,386,2023,2023,2024/04/21,2024/04/21,book-recs,book-recs (#4),read,,,,1,0
53138099,"Finlay Donovan Is Killing It (Finlay Donovan, #1)",Elle Cosimano,"Cosimano, Elle",,"=""1250241707""","=""9781250241702""",4,3.99,Minotaur Books,Hardcover,355,2021,2021,2024/05/07,2023/04/24,book-recs,book-recs (#3),read,,,,1,0
194802722,Funny Story,Emily Henry,"Henry, Emily",,"=""""","=""""",5,4.20,Berkley,Kindle Edition,400,2024,2024,2024/06/18,2023/12/11,"book-recs, 2024-tbr","book-recs (#2), 2024-tbr (#61)",read,,,,1,0
210458862,"When the Moon Hatched (Moonfall, #1)",Sarah A. Parker,"Parker, Sarah A.",,"=""006341581X""","=""9780063415812""",4,4.00,Avon,Kindle Edition,576,2024,2024,2024/06/26,2024/05/20,"fantasy, book-recs, 2024-tbr","fantasy (#161), book-recs (#1), 2024-tbr (#59)",read,"3.75 stars<br/><br/>There were a lot of things I enjoyed about this book, but there were also a lot of things that were left to be desired. I will continue reading the series.",,,1,0
209668822,"My Lady Jane (The Lady Janies, #1)",Cynthia Hand,"Hand, Cynthia","Brodi Ashton, Jodi Meadows","=""0063420198""","=""9780063420199""",0,4.00,HarperCollins,Paperback,512,2024,2016,,2024/08/06,to-read,to-read (#368),to-read,,,,0,0
202451074,Divorce Towers,Ellen Meister,"Meister, Ellen",,"=""1662520905""","=""9781662520907""",0,3.59,Montlake,Kindle Edition,346,2024,2024,,2024/08/05,to-read,to-read (#367),to-read,,,,0,0
207613054,"The Songbird & the Heart of Stone (Crowns of Nyaxia, #3)",Carissa Broadbent,"Broadbent, Carissa",,"=""1250367786""","=""9781250367785""",0,4.07,Bramble,Hardcover,431,2024,2024,,2024/08/05,to-read,to-read (#366),to-read,,,,0,0
57911600,Hell Followed With Us,Andrew Joseph White,"White, Andrew Joseph",,"=""1682633241""","=""9781682633243""",0,4.10,Peachtree Teen,Hardcover,416,2022,2022,,2024/08/01,to-read,to-read (#365),to-read,,,,0,0
180634025,"The Darkness Within Us (The Shadows Between Us, #2)",Tricia Levenseller,"Levenseller, Tricia",,"=""""","=""""",4,3.89,Feiwel & Friends,Kindle Edition,331,2024,2024,2024/07/31,2022/09/04,"fantasy, 2024-tbr","fantasy (#164), 2024-tbr (#58)",read,"3.5 stars<br/><br/>I had no idea there would be a second book in this series until I was notified on GoodReads that it had been released. I remembered absolutely nothing from the first book, but as it turned out I didn't need to since this book followed different characters. The main characters weren't my favorite and while this book had a few plot holes and unanswered questions (why could they talk in their dreams?!?), overall I did enjoy it.<br/><br/>Oh! And I absolutely loved the feminine rage!",,,1,0
9858081,"The Code of the Woosters (Jeeves, #7)",P.G. Wodehouse,"Wodehouse, P.G.",,"=""0393339815""","=""9780393339819""",3,4.32,W. W. Norton & Company,Paperback,272,2011,1938,2024/07/17,2024/06/03,book-club-reads,book-club-reads (#59),read,"Honestly, the only reason I read this book was because of book club. I did appreciate the audio version as I've never listened to an audiobook where the book was acted out by multiple voice actors.",,,1,0
18282915,"The Chase (Fox and O'Hare, #2)",Janet Evanovich,"Evanovich, Janet",Lee Goldberg,"=""0345543084""","=""9780345543080""",5,4.01,Bantam,Hardcover,303,2014,2014,2014/02/01,2020/05/06,re-read,re-read (#33),read,"I see why I loved this book (and the series as a whole) when it first came out, but on reread it's more of a 3- or 3.5-star read. I'm keeping the 5-star rating though.",,,2,0
168454772,Faking It with the Billionaire (Ice Dragons Hockey #1),Willow Fox,"Fox, Willow",Allison West,"=""""","=""9798886371338""",2,3.09,Slow Burn Publishing,Kindle Edition,276,2023,2023,2024/07/16,2024/07/14,,,read,"2.5 stars<br/><br/>This was a complete trainwreck of a book. I gave it an extra 0.5 stars because of the potential in the story and the fact that I managed to finish it. It read like the author couldn't decide on a plot or trope and just decided to use all of them. The only character with an ounce of personality was the 6 year old. And considering this was a hockey book, I don't think the author has even been to a single hockey game.  ",,,1,0
24473763,"Radiance (Wraith Kings, #1)",Grace Draven,"Draven, Grace",,"=""""","=""""",0,3.99,Grace Draven,Kindle Edition,297,2015,2015,,2024/07/17,to-read,to-read (#364),to-read,,,,0,0
214151316,"Oathbound (The Legendborn Cycle, #3)",Tracy Deonn,"Deonn, Tracy",,"=""1665951907""","=""9781665951906""",0,4.28,Simon & Schuster Books for Young Readers,Hardcover,656,2025,2025,,2023/12/26,"to-read, 2025-tbr","to-read (#341), 2025-tbr (#24)",to-read,,,,0,0
199797582,The Paradise Problem,Christina Lauren,"Lauren, Christina",,"=""1668017725""","=""9781668017722""",0,4.07,Gallery Books,Hardcover,352,2024,2024,,2024/06/27,to-read,to-read (#363),to-read,,,,0,0
152646335,"The Modern Girl's Guide to Magic (Charming Cove, #1)",Linsey Hall,"Hall, Linsey",,"=""1648820301""","=""9781648820304""",2,3.76,Bonnie Doon Press,Kindle Edition,327,2023,2023,2024/04/29,2024/04/20,fantasy,fantasy (#163),read,,,,1,0
195923771,"Burning Crowns (Twin Crowns, #3)",Catherine Doyle,"Doyle, Catherine",Katherine Webber,"=""0063326450""","=""9780063326453""",1,3.97,HarperCollins,Kindle Edition,477,2024,2024,2024/06/20,2024/03/03,"fantasy, 2024-tbr","fantasy (#162), 2024-tbr (#60)",read,"DNF @ chapter 3<br/><br/>I'm just not interested in this series anymore. I think it's a little too YA for what I want now. While I surprisingly enjoyed the plot at the end of the last book, I just can't continue with this series (at least for now).",,,1,0
101144259,"Dirty Thirty (Stephanie Plum, #30)",Janet Evanovich,"Evanovich, Janet",,"=""1668003090""","=""9781668003091""",0,4.20,Atria Books,Hardcover,336,2023,2023,,2024/06/09,to-read,to-read (#362),to-read,,,,0,0
214331246,"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,"Collins, Suzanne",,"=""1546171460""","=""9781546171461""",0,4.53,Scholastic Press,Hardcover,387,2025,2025,,2024/06/07,to-read,to-read (#361),to-read,,,,0,0
16169737,"The Heist (Fox and O'Hare, #1)",Janet Evanovich,"Evanovich, Janet",Lee Goldberg,"=""0345543068""","=""9780345543066""",5,3.84,Bantam,Kindle Edition,295,2013,2013,2013/06/01,2020/05/06,re-read,re-read (#32),read,,,,2,0
195885046,"The Fall of Bradley Reed (Seasons of Revenge, #3)",Morgan  Elizabeth,"Elizabeth, Morgan",,"=""""","=""""",1,3.75,,Kindle Edition,412,2023,2023,2024/05/31,2024/05/22,,,read,"I knew this was the 3rd book in the series before going in, but most books in series like this are standalone, I figured it would be okay but it was not. While I'm sure the plotline can be standalone, the background on all the characters was way skimmed over and simplified (which is fine if you've read the previous books). Because of that and the fact that the main character is beyond annoying, I DNFed this book.",,,1,0
49826643,"Daughter of No Worlds (The War of Lost Hearts, #1)",Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",0,4.02,,Kindle Edition,520,2020,2020,,2024/06/03,to-read,to-read (#360),to-read,,,,0,0
75712384,"Bonded by Thorns (Beasts of the Briar, #1)",Elizabeth Helen,"Helen, Elizabeth",,"=""1738827909""","=""9781738827909""",0,3.92,Luna Fox Press,Kindle Edition,352,2023,2023,,2024/06/03,to-read,to-read (#359),to-read,,,,0,0
195945866,Summer Ever After,Jane Crittenden,"Crittenden, Jane",,"=""1662509162""","=""9781662509162""",0,3.54,Lake Union Publishing,Kindle Edition,360,2024,2024,,2024/06/01,to-read,to-read (#358),to-read,,,,0,0
213779197,"Face Off (D.C. Stars, #1)",Chelsea Curto,"Curto, Chelsea",,"=""""","=""""",0,4.08,Amazon Digital Services,Kindle Edition,450,2024,2024,,2024/01/22,to-read,to-read (#344),to-read,,,,0,0
150072956,"Finlay Donovan Rolls the Dice (Finlay Donovan, #4)",Elle Cosimano,"Cosimano, Elle",,"=""1250846005""","=""9781250846006""",4,3.90,Minotaur Books,Hardcover,320,2024,2024,2024/05/16,2024/05/13,,,read,,,,1,0
60784612,"Finlay Donovan Jumps the Gun (Finlay Donovan, #3)",Elle Cosimano,"Cosimano, Elle",,"=""125084603X""","=""9781250846037""",4,3.82,Minotaur Books,Hardcover,304,2023,2023,2024/05/13,2024/05/13,,,read,,,,1,0
194490015,"Veronica Ruiz Breaks the Bank (Finlay Donovan, #3.5)",Elle Cosimano,"Cosimano, Elle",,"=""1250343313""","=""9781250343314""",0,3.50,Minotaur Books,Kindle Edition,107,2023,2023,,2024/05/13,to-read,to-read (#357),to-read,,,,0,0
199531989,The Most Wonderful Crime of the Year,Ally Carter,"Carter, Ally",,"=""0063276682""","=""9780063276680""",0,3.94,Avon,Hardcover,293,2024,2024,,2024/05/13,to-read,to-read (#356),to-read,,,,0,0
57693474,"Finlay Donovan Knocks 'Em Dead (Finlay Donovan, #2)",Elle Cosimano,"Cosimano, Elle",,"=""1250242185""","=""9781250242181""",4,3.97,Minotaur Books,Hardcover,357,2022,2022,2024/05/11,2024/05/13,,,read,,,,1,0
25813942,This Tender Land,William Kent Krueger,"Krueger, William Kent",,"=""1476749299""","=""9781476749297""",0,4.39,Atria Books,Hardcover,450,2019,2019,,2024/05/05,to-read,to-read (#355),to-read,,,,0,0
202547916,"Half-Blood (Covenant, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1464220662""","=""9781464220661""",0,4.07,Bloom Books,Paperback,448,2024,2011,,2024/05/05,to-read,to-read (#354),to-read,,,,0,0
58762184,"Wall St. Jerk (The Curves of Wall St., #1)",Megan Wade,"Wade, Megan",,"=""""","=""""",3,3.58,,Kindle Edition,298,2021,2021,2024/04/16,2024/04/17,,,read,"Wasn't good, wasn't bad; but it was exactly what I needed since I am a raccoon and I love trash.",,,1,0
61193982,The High Mountain Court (Five Crowns of Okrith #1),A.K. Mulford,"Mulford, A.K.",,"=""0063291622""","=""9780063291621""",0,3.69,Harper Voyager,Paperback,360,2022,2021,,2024/04/14,to-read,to-read (#353),to-read,,,,0,0
38715000,"Caraval (Caraval, #1)",Stephanie Garber,"Garber, Stephanie",,"=""""","=""""",1,3.97,Flatiron Books ,Kindle Edition,361,2017,2016,2024/03/31,2023/10/24,"2024-tbr, fantasy","2024-tbr (#42), fantasy (#159)",read,"If you told me DNFing Caraval was on my bingo card for 2024 I would not have believed you. I am shocked I did not like this book. Rather, I should say I didn't like the main character. The writing and premise of the book were fine and I would have enjoyed finishing it if it weren't for Scarlett. The constant reminders of her marriage and her goody-two-shoes attitude just really ate away at my enjoyment and I just had to stop.",,,1,0
42608037,"Serpent & Dove (Serpent & Dove, #1)",Shelby Mahurin,"Mahurin, Shelby",,"=""0062878042""","=""9780062878045""",1,3.97,HarperCollins,Kindle Edition,518,2019,2019,2024/04/11,2021/09/02,"2024-tbr, fantasy","2024-tbr (#33), fantasy (#160)",read,"DNF @ 15%<br/><br/>I don't know if it's because I'm in a major reading slump or what, but this book just did not do it for me.",,,1,0
59312949,"The Final Gambit (The Inheritance Games, #3)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""0316371122""","=""""",3,4.11,"Little, Brown Books for Young Readers",Kindle Edition,386,2022,2022,2024/03/28,2024/03/17,2024-tbr,2024-tbr (#55),read,"3.5 stars<br/><br/>Meh, I guess I just grew tired of all the games...",,,1,0
123368729,Slaying the Vampire Conqueror,Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",0,4.11,Amazon Digital Services,Kindle Edition,369,2023,2023,,2024/03/22,to-read,to-read (#352),to-read,,,,0,0
57282383,"A Shadow in the Ember (Flesh and Fire, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",4,4.46,Blue Box Press,Hardcover,647,2021,2021,2023/09/18,2021/11/14,fantasy,fantasy (#146),read,,,,1,0
50659471,"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575621""","=""9781635575620""",3,3.72,Bloomsbury Publishing,Paperback,272,2020,2019,2020/06/16,2024/03/18,,,read,,,,1,0
63490073,Icebreaker,Hannah  Grace,"Grace, Hannah",,"=""""","=""""",3,3.75,Atria Books,Kindle Edition,447,2022,2022,2024/03/16,2023/12/19,2024-tbr,2024-tbr (#46),read,"Didn't love it, didn't hate it, but I won't be continuing this series. I just didn't like the writing. I would have DNFd this book but I wanted to know if she made it to the Olympics.",,,1,0
56442293,"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""""","=""""",4,4.19,"Little, Brown Books for Young Readers",Kindle Edition,369,2021,2021,2024/03/08,2024/02/27,2024-tbr,2024-tbr (#53),read,4.5 stars<br/><br/>Didn't like it as much as the first one but I still enjoyed it.,,,1,0
202636322,"Storm and Fury (The Harbinger, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1335012850""","=""9781335012852""",0,4.04,Canary Street Press,Paperback,512,2024,2019,,2024/03/03,to-read,to-read (#351),to-read,,,,0,0
7603,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,"Nafisi, Azar",,"=""081297106X""","=""9780812971064""",3,3.66,Random House Trade Paperbacks,Paperback,356,2003,2003,2009/08/01,2020/06/18,non-fiction,non-fiction (#6),read,,,,1,0
126919225,A Fragile Enchantment,Allison Saft,"Saft, Allison",,"=""1250892848""","=""9781250892843""",3,3.49,Wednesday Books,Kindle Edition,384,2024,2024,2024/02/17,2023/12/26,"2024-tbr, fantasy, pride-and-prejudice-inspired","2024-tbr (#51), fantasy (#156), pride-and-prejudice-inspired (#28)",read,"Meh. I liked the concept of fantasy British nobility and how she could weave her emotions into her designs, however this book just ultimately fell flat. I didn't think the characters were well developed and there was absolutely no chemistry between the love interests.",,,1,0
201009490,The Woman in Me,Britney Spears,"Spears, Britney",,"=""""","=""9781761107627""",0,3.83,Simon & Schuster Australia,Hardcover,277,2023,2023,,2024/02/16,to-read,to-read (#350),to-read,,,,0,0
205126997,Counting Miracles,Nicholas Sparks,"Sparks, Nicholas",,"=""0593449592""","=""9780593449592""",0,4.16,Random House,Hardcover,368,2024,2024,,2024/02/10,to-read,to-read (#349),to-read,,,,0,0
123247704,"House of Flame and Shadow (Crescent City, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",5,4.22,Bloomsbury,Kindle Edition,852,2024,2024,2024/02/08,2023/04/11,"2024-tbr, fantasy","2024-tbr (#41), fantasy (#155)",read,"While reading the book, I was thinking I would give it a 4/4.25, however that ending bumped it up to a 5. ",,,1,0
18515291,"Untitled (Heist Society, #4)",Ally Carter,"Carter, Ally",,"=""""","=""""",0,4.30,,Unknown Binding,,,,,2024/02/06,to-read,to-read (#348),to-read,,,,0,0
61150440,"A Fire in the Flesh (Flesh and Fire, #3)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1957568496""","=""""",4,4.11,Blue Box Press,Kindle Edition,632,2023,2023,2024/02/01,2023/09/18,"2024-tbr, fantasy","2024-tbr (#50), fantasy (#154)",read,"3.5 stars<br/><br/>I'm conflicted on this book because I know some significant stuff happened, but at the same time I feel like nothing happened. If this book was 300 pages shorter, the same stuff would have happened.",,,1,0
157979409,Night for Day,Roselle Lim,"Lim, Roselle",,"=""0593335643""","=""9780593335642""",0,3.06,Ace,Paperback,352,2024,2024,,2024/01/30,to-read,to-read (#347),to-read,,,,0,0
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,"=""0312577222""","=""9780312577223""",0,4.64,St. Martin's Press,Hardcover,440,2015,2015,,2024/01/25,to-read,to-read (#346),to-read,,,,0,0
37559423,"The Big Kahuna (Fox and O'Hare, #6)",Janet Evanovich,"Evanovich, Janet",Peter Evanovich,"=""0525536655""","=""9780525536659""",3,3.68,G.P. Putnam’s Sons,Kindle Edition,320,2019,2019,2019/03/01,2020/05/06,,,read,,,,1,0
27405146,"The Pursuit (Fox and O'Hare, #5)",Janet Evanovich,"Evanovich, Janet",Lee Goldberg,"=""0553392786""","=""9780553392784""",5,4.07,Bantam,ebook,320,2016,2016,2016/06/01,2020/05/06,,,read,,,,1,0
25614812,"The Scam (Fox and O'Hare, #4)",Janet Evanovich,"Evanovich, Janet",Lee Goldberg,"=""0345543165""","=""9780345543165""",5,4.07,Bantam,Hardcover,286,2015,2015,2015/09/01,2020/05/06,,,read,,,,1,0
21530229,"The Job (Fox and O'Hare, #3)",Janet Evanovich,"Evanovich, Janet",Lee Goldberg,"=""0345543122""","=""9780345543127""",5,4.04,Bantam Penguin Random House,Hardcover,289,2014,2014,2014/11/01,2020/05/06,,,read,,,,1,0
26111989,"The Caper (Fox and O'Hare, #0.6)",Janet Evanovich,"Evanovich, Janet",Lee Goldberg,"=""""","=""""",5,3.85,"The Gus Group, LLC",ebook,10,2013,2013,2015/08/01,2020/05/06,,,read,,,,1,0
17857787,"Pros and Cons (Fox and O'Hare, #0.5)",Janet Evanovich,"Evanovich, Janet",Lee Goldberg,"=""0345549430""","=""9780345549433""",4,3.84,Bantam,ebook,28,2013,2013,2013/05/21,2020/05/06,,,read,,,,1,0
23262457,"The Shell Game (Fox and O'Hare, #0.25)",Janet Evanovich,"Evanovich, Janet",Lee Goldberg,"=""0804180814""","=""9780804180818""",4,3.97,Bantam,Kindle Edition,29,2014,2014,2014/10/07,2020/05/06,,,read,,,,1,0
110393,"It's in His Kiss (Bridgertons, #7)",Julia Quinn,"Quinn, Julia",,"=""006053124X""","=""9780060531249""",0,3.97,Avon Books,Paperback,384,2005,2005,,2024/01/22,to-read,to-read (#345),to-read,,,,0,0
58106288,The Best Thing About Bennett,Irene Wittig,"Wittig, Irene",,"=""""","=""""",1,4.37,,Kindle Edition,368,2021,2021,2022/07/22,2022/07/03,book-club-reads,book-club-reads (#37),read,DNF @ ~15%,,,1,0
60225882,"Twin Crowns (Twin Crowns, #1)",Catherine Doyle,"Doyle, Catherine",Katherine Webber,"=""""","=""""",3,3.93,Balzer + Bray,Kindle Edition,480,2022,2022,2024/01/20,2022/06/30,2024-tbr,2024-tbr (#37),read,Meh. I enjoyed the plot and appreciated that the POVs were the sisters as opposed to love interests. I don't think I care enough to finish this series.,,,1,0
60682785,"A Light in the Flame (Flesh and Fire, #2)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1957568151""","=""9781957568157""",4,4.49,Blue Box Press,Kindle Edition,652,2022,2022,2023/09/30,2022/11/15,fantasy,fantasy (#147),read,,,,1,0
58470171,"Kingdom of the Feared (Kingdom of the Wicked, #3)",Kerri Maniscalco,"Maniscalco, Kerri",,"=""0316342084""","=""9780316342087""",3,3.86,"Little, Brown Books for Young Readers",Kindle Edition,417,2022,2022,2023/10/22,2023/10/05,fantasy,fantasy (#149),read,"Definitely my least favorite in the trilogy. The plot just seemed so out there and all over the place. The FMC also seemed to completely change personalities from the first book to this one, it was almost unbelievable.",,,1,0
62622946,"When He Was Wicked (Bridgertons, #6)",Julia Quinn,"Quinn, Julia",,"=""""","=""""",4,3.98,Avon,Kindle Edition,448,2022,2004,2024/01/15,2023/07/03,"pride-and-prejudice-inspired, 2024-tbr","pride-and-prejudice-inspired (#26), 2024-tbr (#49)",read,,,,1,0
35380157,Opposite of Always,Justin A. Reynolds,"Reynolds, Justin A.",,"=""0062748394""","=""9780062748393""",0,3.64,Katherine Tegen Books,Kindle Edition,451,2019,2019,,2024/01/07,to-read,to-read (#343),to-read,,,,0,0
63921476,"Castle of Dusk and Shadows (Fae of Brytwilde, #1)",Rachel L. Schade,"Schade, Rachel L.",,"=""""","=""""",3,3.87,Dragon Shadow Publishing,Kindle Edition,294,2023,,2023/12/31,2023/12/21,pride-and-prejudice-inspired,pride-and-prejudice-inspired (#27),read,What can I say? I'm a sucker for Pride and Prejudice.,,,1,0
127279986,"Hell Bent (Alex Stern, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250859441""","=""9781250859440""",0,4.11,Flatiron Books,Paperback,496,2024,2023,,2023/12/30,to-read,to-read (#342),to-read,,,,0,0
62794526,"A Most Agreeable Murder (Beatrice Steele, #1)",Julia Seales,"Seales, Julia",,"=""0593449983""","=""9780593449981""",0,3.68,Random House,Hardcover,352,2023,2023,,2023/12/24,to-read,to-read (#340),to-read,,,,0,0
18635016,"The One (The Selection, #3)",Kiera Cass,"Cass, Kiera",,"=""0062059998""","=""9780062059994""",3,4.14,HarperCollins,Hardcover,323,2014,2014,2020/07/02,2020/07/01,"fantasy, re-read","fantasy (#13), re-read (#31)",read,"Upon reread, I'm dropping it down to 3.5 stars. America just annoys me.",,,2,0
31309,"The Thirteen Problems (Miss Marple, #0.5)",Agatha Christie,"Christie, Agatha",,"=""0007120869""","=""9780007120864""",0,3.94,Harper,Paperback,315,2002,1932,,2023/12/23,to-read,to-read (#339),to-read,,,,0,0
6422,"Four to Score (Stephanie Plum, #4)",Janet Evanovich,"Evanovich, Janet",,"=""0312966970""","=""9780312966973""",0,4.18,St Martins Press,Mass Market Paperback,313,1999,1998,,2023/12/17,"to-read, 2024-tbr","to-read (#338), 2024-tbr (#45)",to-read,,,,0,0
199347538,"Somewhere Beyond the Sea (Cerulean Chronicles, #2)",T.J. Klune,"Klune, T.J.",,"=""125088120X""","=""9781250881205""",0,4.14,Tor Books,Hardcover,416,2024,2024,,2023/12/11,"to-read, 2024-tbr","to-read (#335), 2024-tbr (#44)",to-read,,,,0,0
199798623,"The King's Ransom (The Recovery Agent, #2)",Janet Evanovich,"Evanovich, Janet",,"=""166802747X""","=""9781668027479""",0,4.24,Atria Books,Hardcover,352,2025,2025,,2023/11/01,"to-read, 2024-tbr","to-read (#328), 2024-tbr (#43)",to-read,,,,0,0
61198118,The Stolen Heir (The Stolen Heir Duology #1),Holly Black,"Black, Holly",Saskia Maarleveld,"=""1549135031""","=""9781549135033""",0,3.93,"Little, Brown Young Readers",Audiobook,11,2023,2023,,2022/12/22,"to-read, 2024-tbr","to-read (#307), 2024-tbr (#40)",to-read,,,,0,0
59513138,"Violet Made of Thorns (Violet Made of Thorns, #1)",Gina  Chen,"Chen, Gina",,"=""059342753X""","=""9780593427538""",0,3.50,Delacorte Press,Hardcover,368,2022,2022,,2022/11/16,"to-read, 2024-tbr","to-read (#300), 2024-tbr (#38)",to-read,,,,0,0
6185,Wuthering Heights,Emily Brontë,"Brontë, Emily","Richard J. Dunn, Charlotte Brontë, John Bugg, Robert Heindel","=""""","=""""",0,3.90,Norton,Paperback,464,2002,1847,,2021/12/15,"to-read, 2024-tbr","to-read (#257), 2024-tbr (#36)",to-read,,,,0,0
42201395,"Sorcery of Thorns (Sorcery of Thorns, #1)",Margaret  Rogerson,"Rogerson, Margaret",,"=""1481497618""","=""9781481497619""",0,4.04,Margaret K. McElderry Books,Hardcover,456,2019,2019,,2020/07/04,"to-read, fantasy, 2024-tbr","to-read (#63), fantasy (#80), 2024-tbr (#31)",to-read,,,,0,0
113436,Eragon (The Inheritance Cycle #1),Christopher Paolini,"Paolini, Christopher",,"=""0375826696""","=""9780375826696""",0,3.96,Alfred A. Knopf,Paperback,503,2005,2002,,2020/05/06,"to-read, fantasy, 2024-tbr","to-read (#19), fantasy (#53), 2024-tbr (#30)",to-read,,,,0,0
16248068,"The Elite (The Selection, #2)",Kiera Cass,"Cass, Kiera",,"=""0062059963""","=""9780062059963""",3,3.94,HarperCollins,Hardcover,336,2013,2013,2020/07/01,2020/07/01,"fantasy, re-read","fantasy (#15), re-read (#29)",read,"On reread, this is more of a 3-star read than a 4. America pisses me off more than I remember she did.",,,2,0
10507293,"The Selection (The Selection, #1)",Kiera Cass,"Cass, Kiera",,"=""0062059939""","=""9780062059932""",5,4.07,HarperTeen,Hardcover,336,2012,2012,2020/07/01,2020/04/26,"fantasy, re-read","fantasy (#16), re-read (#30)",read,,,,2,0
58628998,"These Twisted Bonds (These Hollow Vows, #2)",Lexi Ryan,"Ryan, Lexi",,"=""0358386888""","=""9780358386889""",4,3.95,Storytide,Kindle Edition,491,2022,2022,2023/12/19,2023/12/16,fantasy,fantasy (#152),read,"Like the first book, this was also extremely predictable but I still enjoyed it. I will say Abriella is an idiot with all her questions and slowness on the uptake... ",,,1,0
53422971,"These Hollow Vows (These Hollow Vows, #1)",Lexi Ryan,"Ryan, Lexi",,"=""""","=""""",4,3.95,HMH,Kindle Edition,448,2021,2021,2023/12/16,2021/11/14,fantasy,fantasy (#151),read,"I hate that I didn't hate this book... Didn't like the writing and even though I predicted every single plot twist, I am very excited to read the next one.",,,1,0
51591632,"Blade of Secrets (Bladesmith, #1)",Tricia Levenseller,"Levenseller, Tricia",,"=""1250756804""","=""9781250756800""",0,3.96,Feiwel & Friends,Hardcover,322,2021,2021,,2023/12/15,to-read,to-read (#337),to-read,,,,0,0
